"","taxonID","comparisonID","trt.code.1","trt.code.2","wad1.obs.mean","wad2.obs.mean","wad1.boot.mean","wad1.boot.median","wad1.boot.CI.L","wad1.boot.CI.U","wad2.boot.mean","wad2.boot.median","wad2.boot.CI.L","wad2.boot.CI.U","wad.diff.obs","wad.diff.boot.mean","wad.diff.boot.median","wad.diff.boot.CI.L","wad.diff.boot.CI.U","wad.diff.p.value","ape.obs","ape.boot.mean","ape.boot.median","ape.boot.CI.L","ape.boot.CI.U","r.obs","r.boot.mean","r.boot.median","r.boot.CI.L","r.boot.CI.U","f.obs","f.boot.mean","f.boot.median","f.boot.CI.L","f.boot.CI.U","N1.obs.mean","N2.obs.mean","N1.boot.mean","N1.boot.median","N1.boot.CI.L","N1.boot.CI.U","N2.boot.mean","N2.boot.median","N2.boot.CI.L","N2.boot.CI.U","N.obs.mean","N.boot.mean","N.boot.median","N.boot.CI.L","N.boot.CI.U","message","X","AFE_24h","AFE_48h","AFE_72h","AFE_168h","taxonomy","bin"
"1","sip101",5,"t168_16O_t24_16O_t48_16O_t72_16O","t168_18O",1.72683397343467,1.73182635910119,1.72684969585286,1.72682750902946,1.72608936946425,1.72768977888513,1.73186618051171,1.73182635910119,1.72741413060958,1.73449179062442,0.00499238566651927,0.00501648465884886,0.00505487019076234,0.000918972570826282,0.0078916133671052,0.008,0.0736212666479514,0.0739773145363275,0.0745454053938728,0.013554482062401,0.116391612867937,19.2612044227027,19.1763994372022,19.3989022821512,3.69681279385256,30.5251377198766,0.321020073711712,0.319606657286704,0.323315038035854,0.0616135465642094,0.508752295331277,1141.41466709384,917.487265356243,1144.57756950621,1138.8852037838,950.350297375098,1363.05173056597,914.585939579576,917.487265356243,702.22955305329,1295.7644118014,1096.62918674632,1098.57924352088,1094.79001576166,930.628087816159,1273.12193013521,"none",3,0.0148689890658549,0.0134151899365389,-0.0697905710301035,0.0736212666479514,"d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Gemmatimonadales;f__GWC2-71-9;g__JACDDX01;s__","H2-16-all-fractions_metab_114.Bacteria_70_8"
"97","sip52",3,"t168_16O_t24_16O_t48_16O_t72_16O","t48_18O",1.72643218615724,1.72849993718749,1.72644450025758,1.72644067455201,1.72560809813024,1.7273077981486,1.72858717511001,1.72849993718749,1.72696406957266,1.73118036814809,0.00206775103025558,0.00214267485243898,0.00208243678617837,0.000101699495068459,0.00475706419752004,0.066,0.0304993862857224,0.0316059220107193,0.0307162630419173,0.00149969251087737,0.0701671927126382,19.8393762694756,20.7937140284935,19.8197382257865,0.861522860963684,47.5164974277118,0.330656271157926,0.346561900474891,0.330328970429776,0.0143587143493947,0.791941623795196,778.559619133822,780.860688695618,780.942846620699,776.185973871899,611.242273516829,970.297111558948,786.458656027738,780.860688695618,639.849230239221,927.8525966783,779.019833046181,782.046008502107,779.872339883207,643.468309099351,938.600087954669,"none",72,-0.00208888925264241,0.0304993862857224,-0.0432498289023719,-0.0171496363774469,"d__Bacteria;p__Actinobacteriota;c__Thermoleophilia;o__Gaiellales;f__Gaiellaceae;g__3-1-20CM-4-69-9;s__","12C16O_168h_50_unf_bin.57"
"98","sip53",5,"t168_16O_t24_16O_t48_16O_t72_16O","t168_18O",1.72433513612114,1.73762101913428,1.72432710191841,1.72433288660106,1.72299838346021,1.72571355262087,1.73791200048416,1.73762101913428,1.73216446433228,1.74716908729066,0.0132858830131426,0.0135848985657579,0.0132801985208094,0.00749519729730339,0.0228098339607549,0.001,0.196197545918766,0.200617266441252,0.196112954419039,0.110662905723554,0.336836541577533,94.0403466337581,95.8327171328667,93.4164949102455,49.188589929619,162.961781765346,1.56733911056263,1.59721195221444,1.55694158183743,0.819809832160317,2.7160296960891,2200.5226827335,1243.38016805783,2207.47062856898,2203.18831370601,1636.80138266898,2833.62865167458,1229.10426178705,1243.38016805783,601.668701117736,1978.51531579536,2009.09417979837,2011.7973552126,2003.09729451405,1539.50947027625,2520.72333529832,"none",73,0.0303009171840505,0.211567575151832,0.151768762141511,0.196197545918766,"d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Propionibacteriales;f__Nocardioidaceae;g__Nocardioides;s__","12C16O_72h_100_unf_bin.11"
"99","sip53",4,"t168_16O_t24_16O_t48_16O_t72_16O","t72_18O",1.72433513612114,1.73461244111707,1.72432710191841,1.72433288660106,1.72299838346021,1.72571355262087,1.73468301646111,1.73461244111707,1.72968887676016,1.73826277990546,0.0102773049959375,0.0103559145427032,0.0104408491817665,0.00593626830061915,0.0142156529564532,0.002,0.151768762141511,0.152933713185677,0.154198504515773,0.0876926934854386,0.210061831918855,188.789434558545,188.479271560451,186.095339871073,112.678296484731,270.677252018912,3.14649057597575,3.14132119267419,3.10158899785121,1.87797160807884,4.51128753364853,2200.5226827335,2370.86705524141,2207.47062856898,2203.18831370601,1636.80138266898,2833.62865167458,2336.52870769415,2370.86705524141,914.636446652755,3903.60444953235,2234.59155723508,2233.28224439402,2221.56342833404,1705.63795442243,2807.41307088009,"none",73,0.0303009171840505,0.211567575151832,0.151768762141511,0.196197545918766,"d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Propionibacteriales;f__Nocardioidaceae;g__Nocardioides;s__","12C16O_72h_100_unf_bin.11"
"100","sip53",3,"t168_16O_t24_16O_t48_16O_t72_16O","t48_18O",1.72433513612114,1.73866182935106,1.72432710191841,1.72433288660106,1.72299838346021,1.72571355262087,1.73886530723149,1.73866182935106,1.73104293136946,1.7467484349934,0.0143266932299206,0.0145382053130854,0.0143781471164128,0.00730264004006712,0.0223891816634953,0.002,0.211567575151832,0.214695039382959,0.212333750232578,0.107877999840659,0.330624700479718,374.502871038427,376.503312404759,373.325528981149,202.787254756987,585.86942189364,6.24171451730712,6.27505520674599,6.22209214968581,3.37978757928312,9.764490364894,2200.5226827335,1797.46464374347,2207.47062856898,2203.18831370601,1636.80138266898,2833.62865167458,1772.2089303448,1797.46464374347,747.035094962482,2869.15504985018,2119.91107493549,2120.41828892415,2113.251435198,1628.89261784847,2647.47464408031,"none",73,0.0303009171840505,0.211567575151832,0.151768762141511,0.196197545918766,"d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Propionibacteriales;f__Nocardioidaceae;g__Nocardioides;s__","12C16O_72h_100_unf_bin.11"
"101","sip58",4,"t168_16O_t24_16O_t48_16O_t72_16O","t72_18O",1.71330825581022,1.74851937985005,1.71335229434887,1.71337793438959,1.7099796641991,1.71660122931774,1.74864664801221,1.74851937985005,1.74493616166798,1.75313905974927,0.035211124039827,0.0352943536633362,0.0351553792932948,0.0302109497752775,0.0405129385439831,0.00200803212851406,0.523211029195535,0.524458144006716,0.522401383195556,0.448236829929265,0.602844171916463,102.523088973729,103.135423156021,103.269559566888,65.7439175838244,141.04230857633,1.70871814956215,1.71892371926701,1.7211593261148,1.09573195973041,2.35070514293884,337.18893325811,411.264484702132,340.057350915663,340.249154906093,184.00126494013,498.46071951276,409.905737217622,411.264484702132,362.576819058062,447.811618683173,352.004043546915,354.027028176055,354.305976777282,226.474681720845,482.59140339018,"Warning: no occurrences in rep rA_t24_16O & rB_t24_16O & rC_t24_16O (t168_16O/t72_16O/t24_16O/t48_16O)",74,0.52914933611135,0.520666053998815,0.523211029195535,0.537390039633391,"d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingomicrobium;s__","12C16O_48h_100_unf_bin.25"
"102","sip58",5,"t168_16O_t24_16O_t48_16O_t72_16O","t168_18O",1.71330825581022,1.74947360074263,1.71335229434887,1.71337793438959,1.7099796641991,1.71660122931774,1.749443416646,1.74947360074263,1.7483656072082,1.75035673934963,0.036165344932412,0.0360911222971297,0.0360294312178469,0.0327768960106905,0.0394748971512881,0.002002002002002,0.537390039633391,0.536298396849876,0.535295119486644,0.486080439298685,0.587706296325398,45.3193372969774,45.4447453567032,45.2162187435583,29.7653814418353,61.1666693296064,0.755322288282957,0.75741242261172,0.753603645725972,0.496089690697255,1.01944448882677,337.18893325811,418.679822059026,340.057350915663,340.249154906093,184.00126494013,498.46071951276,418.402996786031,418.679822059026,411.345938596663,425.542666855156,353.487111018294,355.726480089737,355.876862408405,230.016406812951,482.102080827118,"Warning: no occurrences in rep rA_t24_16O & rB_t24_16O & rC_t24_16O (t168_16O/t72_16O/t24_16O/t48_16O)",74,0.52914933611135,0.520666053998815,0.523211029195535,0.537390039633391,"d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingomicrobium;s__","12C16O_48h_100_unf_bin.25"
"103","sip58",2,"t168_16O_t24_16O_t48_16O_t72_16O","t24_18O",1.71330825581022,1.74891901680289,1.71335229434887,1.71337793438959,1.7099796641991,1.71660122931774,1.74856034169687,1.74891901680289,1.74207834923008,1.7625,0.0356107609926652,0.0352080473479973,0.0349767610862499,0.0264091498432651,0.0480725570376217,0.0210843373493976,0.52914933611135,0.523174642744555,0.519528072529263,0.391865159363026,0.713856013558973,247.590625899176,245.978326175005,239.793140064076,131.217696189034,399.568848468241,4.12651043165293,4.09963876958342,3.99655233440127,2.18696160315056,6.65948080780402,337.18893325811,52.1456096887114,340.057350915663,340.249154906093,184.00126494013,498.46071951276,52.9334463180904,52.1456096887114,25.5050965283201,68.8301004043285,280.180268544231,282.632569996149,282.405286712964,157.54831846871,411.453039790554,"Warning: no occurrences in rep rA_t24_16O & rB_t24_16O & rC_t24_16O (t168_16O/t72_16O/t24_16O/t48_16O)",74,0.52914933611135,0.520666053998815,0.523211029195535,0.537390039633391,"d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingomicrobium;s__","12C16O_48h_100_unf_bin.25"
"104","sip58",3,"t168_16O_t24_16O_t48_16O_t72_16O","t48_18O",1.71330825581022,1.74834810777754,1.71335229434887,1.71337793438959,1.7099796641991,1.71660122931774,1.74827948573163,1.74834810777754,1.74699886300007,1.75097190955753,0.0350398519673176,0.0349271913827586,0.0347800483957267,0.0311771686192474,0.0387192774459242,0.00200803212851406,0.520666053998815,0.519003054049526,0.516735100914866,0.462577580989551,0.576578015009719,141.816489214066,142.078966526636,140.870094956184,88.0254662940113,197.955163739079,2.36360815356776,2.36798277544393,2.3478349159364,1.46709110490019,3.29925272898464,337.18893325811,282.225902981018,340.057350915663,340.249154906093,184.00126494013,498.46071951276,281.413393239365,282.225902981018,233.01168414938,334.210102978151,326.196327202692,328.328559380404,328.028262272509,206.079709188874,456.392553716455,"Warning: no occurrences in rep rA_t24_16O & rB_t24_16O & rC_t24_16O (t168_16O/t72_16O/t24_16O/t48_16O)",74,0.52914933611135,0.520666053998815,0.523211029195535,0.537390039633391,"d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingomicrobium;s__","12C16O_48h_100_unf_bin.25"
"105","sip60",3,"t168_16O_t24_16O_t48_16O_t72_16O","t48_18O",1.71824635723838,1.7319766450468,1.71825405715812,1.71825680092165,1.71748928738152,1.71898367800622,1.73186957741214,1.7319766450468,1.72990873604044,1.73593584380288,0.0137302878084122,0.0136155202540172,0.0136044887758366,0.0111694316664741,0.0172362307363998,0.004,0.203454856655556,0.201754727881651,0.201579467175706,0.165455056207817,0.255338423763382,299.707358232375,298.804743940798,296.789065826509,214.518331863679,400.186216779884,4.99512263720625,4.98007906567996,4.94648443044182,3.57530553106132,6.66977027966473,1833.02704003107,1488.75224866628,1842.0946346008,1840.67486835667,1415.42245004915,2268.28551682201,1482.32246195137,1488.75224866628,1340.64004474246,1685.89571978923,1764.17208175811,1770.14020007091,1766.54042384996,1443.24475031983,2104.51069379895,"none",76,0.0555910414825687,0.203454856655556,0.207680586947388,0.344571684108059,"d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingomicrobium;s__","12C16O_168h_50_P09_coass_bin.9"
"106","sip60",2,"t168_16O_t24_16O_t48_16O_t72_16O","t24_18O",1.71824635723838,1.72199795605334,1.71825405715812,1.71825680092165,1.71748928738152,1.71898367800622,1.72192101924708,1.72199795605334,1.72047730688105,1.72478407301124,0.00375159881495124,0.00366696208895944,0.00362456020899804,0.0017685158838716,0.00612818643874313,0.003,0.0555910414825687,0.0543380197244597,0.0537032885357912,0.026197385538058,0.0907874866846476,151.160658831404,149.308113418127,145.164062670717,62.320020094078,263.029490060283,2.51934431385673,2.48846855696878,2.41940104451195,1.03866700156797,4.38382483433805,1833.02704003107,809.038435237592,1842.0946346008,1840.67486835667,1415.42245004915,2268.28551682201,800.922970043993,809.038435237592,577.310280090094,981.834720238323,1628.22931907238,1633.86030168944,1631.32944067792,1301.8817958414,1975.55341272589,"none",76,0.0555910414825687,0.203454856655556,0.207680586947388,0.344571684108059,"d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingomicrobium;s__","12C16O_168h_50_P09_coass_bin.9"
"107","sip60",5,"t168_16O_t24_16O_t48_16O_t72_16O","t168_18O",1.71824635723838,1.74150000903714,1.71825405715812,1.71825680092165,1.71748928738152,1.71898367800622,1.7415455114554,1.74150000903714,1.74072475673156,1.74291331596382,0.0232536517987505,0.0232914542972769,0.0232670891699602,0.022023971815707,0.0247995078575897,0.004,0.344571684108059,0.345131554730451,0.344768906646355,0.326263830565664,0.367507812007881,156.841455311435,157.460755549566,157.265435494768,128.421803044733,189.6997477922,2.61402425519058,2.62434592582609,2.62109059157947,2.14036338407888,3.16166246320333,1833.02704003107,2207.50858660461,1842.0946346008,1840.67486835667,1415.42245004915,2268.28551682201,2191.63148202422,2207.50858660461,1685.66093536243,2507.57867504475,1907.92334934578,1912.00200408548,1910.8205558244,1581.5162280945,2255.66192298977,"none",76,0.0555910414825687,0.203454856655556,0.207680586947388,0.344571684108059,"d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingomicrobium;s__","12C16O_168h_50_P09_coass_bin.9"
